mince,1
remarks,3
dance,13
visit,3
ridiculous,5
purchase,1
hopeful,2
mark,5
patriotic,1
that'll,1
kinds,3
thoughtful,5
introduce,4
eggs',1
rath,1
again',12
thoroughly,4
label,2
week:,1
conquered,1
frothy,1
wound,1
damp,1
scornful,1
canvas,1
inkstand,1
iii,2
himself,20
glanced,3
within,4
tumbling,4
o,7
they'd,3
monsters,2
than,58
yer,4
table,34
pity,2
shtar,1
'besides,1
suety,1
swallowing,1
hours,9
frog,8
bearing,1
be-etter,2
older,3
shrink,1
verses,3
afraid',1
heap,5
listening,4
egg,8
honour:,1
book-shelves,1
politely,11
deny,8
respectful,1
answered,9
leant,3
custard,1
puffed,1
deeply,6
oclock,2
flame,2
caucus-race,1
feeling,11
'there's,7
stalk,1
birds,14
whatever,5
bag,8
read,13
everywhere,1
butter',1
sadly:,2
365,1
pursuing,1
fatter,2
lightly,1
toil,1
his,243
end',2
on',10
falling,8
beauti,1
agony,1
through,56
stiff,3
humming,1
kings,8
wabe,5
youd,22
stop,11
pictured,1
limbs,1
wasn't,11
dish,15
prettier',1
laugh:,1
four,16
tiny,6
burnt,1
spent,1
ladder,1
eaten,2
fetch,8
sneezing,6
darkness,1
below,2
twists,1
minded,2
until,5
neither,4
despair,3
seen,26
chair,4
suddenly,31
bustling,1
salt,2
machines,1
'ten,1
lady',1
conversations,1
chimney',1
will,51
rise,5
yes,15
eighth,5
speaks,1
complain,2
roast,2
deaf,2
about,160
solid,1
wild,3
flushed,1
sixty-four,2
rather,62
under,38
won't,22
penny,1
hiding-place:,1
childs,1
carving-knife,1
chatte',1
soon,42
pardon,4
brightened,3
queer-looking,1
jurors,3
man',2
politely:,1
porpoise,2
snowdrop,2
dont,80
below',1
knot,1
treasures,1
tongue',2
talks,2
tassel,1
autumn,3
tipple,1
voice,82
cauldron,2
lesson,1
minute',1
'would,5
turkey,1
buffalo,1
mayn't,1
trembled,3
unclasping,1
drive,1
enemy,2
northumbria,2
way,118
gimlet,1
tureen,3
rug,1
'on,1
except,5
mountains,1
misses,1
queerly,1
claws,3
frumenty,1
shakespeare,1
twopence,2
reasons,1
music,5
marking,1
presented,1
boys,1
heads',1
wood,34
crumbs',2
lion,18
bush,2
night-air,1
lets,14
retire,1
verses',1
green,9
once',2
ravens,1
asked,45
myself',3
yawning,3
writing-desk',1
peering,1
forepaws,1
eryg,1
rider,2
unwisely,1
woods,3
purpose,1
daresay,5
was',5
doll,2
feeling',1
scrubbing,1
imitated,1
pour,1
trick,1
kangaroos,1
legs,5
go',2
trials,1
'until,1
millennium,2
manner,5
sun,6
fanned,2
shock,1
purple,1
is,221
their,79
fabulous,3
wonders,1
trifle,2
tiptoe,3
besides,7
throwing,3
elbow-deep,1
ticket-office,2
anklets,1
skim,1
antipathies,1
favour,1
message,2
among,28
foolish,4
saying,28
narrow,4
balanced,1
executed',1
others,9
paused,1
three:,1
way:,1
itself,26
lips,4
puff,1
field,3
aiming,1
starting,1
puzzle,1
mallets,1
size:,3
likes',1
wag,1
deep,12
h,4
geography,2
pebbles,2
playing:,1
ballad,1
moral,7
instead,5
cheered,3
rising,2
'soo,1
persons,2
poor,48
to,1438
bowing,1
reach,7
realler,1
choke,1
longer,4
hedge',1
fills,1
whistling,3
shorter',1
flamingo:,1
charges,1
fellow-traveller,1
undo,1
elsie,1
coils',1
something:,1
side,46
umbrella:,1
'my,2
handed,5
winding,2
sight,15
shovel,1
beds,3
obeyed,1
have,175
pair,11
planning,1
prosecute,1
snatch,2
adjectives,1
grinned,6
of,981
heartily,1
school',1
'you,39
forgetting,6
dog,5
tea',3
be-e-ehh,1
inside,2
shaggy,1
waist',1
hop,1
moaned,2
snap,1
offended,13
she'd,1
flower-bed,1
'shall,2
'stuff,1
dunce,1
child,20
human:,1
dears,3
where's,1
hyaena,1
bleeding,2
old',3
william,4
'now,10
blades,1
loveliest,1
flamingo,4
turtles,2
'you'll,2
judging,1
giddy',2
powdered,1
lapping,1
brook,12
wonderfully,2
'pat,1
free,5
dumpty,52
ask:,1
least,17
dig,2
in:,1
stooping,2
bonfire,2
onward,1
incessantly,1
planted,1
'do,8
pattern,1
a-piece,1
sighing,3
meant',1
loves,2
rubbed,4
a-dressing,2
[like,1
servants,2
permitted,1
ditch,2
spoilt,1
change,14
violet,1
compared,2
neat,3
game's,1
advice,5
boughs,1
bringing,3
lithe,2
leisurely,1
swimming,2
hed,1
tired,10
faltered,1
odd,5
fasten,1
jar,2
batter,1
insolence,1
doing',2
search,2
dear:,1
unfolded,2
wants,4
immense,1
blasts,2
uncorked,1
carrying,3
half,33
by,116
kitten,22
pocket',1
night-cap,1
thoughts,7
madly,1
rolands,1
'unimportant,2
wildly,7
christmas,1
gathered,1
them:,1
branch,5
on:,7
roses',1
good-night,1
dusted:,1
bees,5
seemed,53
xii,2
speak,28
____,1
fed,1
strength,1
